Bedrooms,Bathrooms,SqftLiving,HouseAge,Garage,Floors,Neighborhood,DistanceToCity,Price
1,1,500,41,1,2,2,22.5,104000
4,4,1438,44,1,1,2,26.0,254000
3,2,1108,38,1,2,2,46.7,187000
4,3,1564,19,2,3,0,19.5,268000
2,2,500,48,1,3,1,3.1,136000
3,2,862,53,2,1,1,38.4,80000
3,2,1079,55,0,1,1,29.1,110000
4,3,1704,56,0,2,1,40.9,207000
2,1,669,32,1,2,2,4.7,185000
3,3,996,46,2,2,0,31.4,90000
3,3,1037,28,0,3,2,13.1,271000
3,2,1108,36,0,2,0,45.3,97000
4,4,1529,18,0,1,0,6.4,276000
4,3,2033,10,1,2,1,42.3,290000
4,3,1810,32,1,2,2,5.3,356000
3,3,1404,18,2,1,0,2.2,216000
4,3,1833,12,0,2,1,12.5,317000
3,2,1000,51,0,3,2,17.3,165000
2,2,555,8,1,1,1,31.7,96000
2,1,578,33,1,3,1,7.5,142000
3,2,1466,46,1,2,3,22.4,303000
4,3,1490,55,0,3,1,11.0,186000
4,4,1349,38,2,1,0,42.9,170000
4,3,1513,14,1,1,2,3.2,325000
3,2,1152,2,2,1,1,18.4,217000
3,3,1253,9,1,1,0,31.9,133000
2,2,850,44,1,1,0,45.7,50000
3,2,1034,5,2,3,0,43.5,120000
3,3,1337,34,2,2,0,44.9,112000
2,1,672,19,1,3,1,4.1,118000
2,1,768,7,1,2,1,42.2,113000
3,2,1337,39,1,1,1,39.2,151000
4,4,1471,42,1,2,2,45.2,283000
6,5,2286,17,1,3,2,16.3,479000
5,5,2118,26,2,2,2,45.7,364000
4,3,1428,46,1,1,1,20.7,180000
3,2,1123,27,0,3,0,32.1,106000
4,3,1711,43,1,1,1,21.8,249000
4,3,2010,28,0,2,2,22.0,333000
2,1,921,20,1,2,0,27.8,89000
3,3,1294,6,1,1,0,18.4,232000
4,3,1706,8,2,1,1,39.8,263000
3,2,985,32,1,3,1,32.0,111000
3,3,1223,19,2,3,1,34.8,236000
3,3,1194,32,1,2,0,12.3,172000
2,1,864,19,2,1,1,48.5,62000
3,3,1223,24,2,1,2,33.3,253000
3,2,1275,24,2,1,1,10.7,214000
1,1,500,56,2,2,2,37.8,79000
1,1,500,17,1,1,1,9.5,149000
4,3,1354,56,2,1,1,4.1,225000
3,3,1136,56,2,2,1,26.9,180000
3,2,1478,18,0,2,1,28.1,188000
3,2,1263,12,1,3,0,10.3,176000
5,4,1995,41,1,2,1,18.1,355000
3,2,1579,23,1,2,1,47.3,199000
3,2,927,56,1,1,0,15.0,83000
5,4,1778,48,1,2,1,8.6,320000
4,4,1942,18,1,2,1,49.6,261000
2,2,809,16,2,2,0,15.8,148000
4,3,1551,16,1,2,1,34.3,260000
3,2,960,36,2,2,3,12.3,259000
3,2,1289,23,1,3,1,28.0,238000
2,1,908,22,1,2,1,19.9,175000
2,2,581,39,1,2,2,48.1,64000
4,3,1571,33,1,2,2,22.2,302000
3,2,1132,24,1,1,3,29.6,259000
3,3,1251,55,1,2,2,47.3,196000
4,4,1376,20,1,3,2,49.5,233000
4,3,1850,33,1,1,3,6.0,476000
2,2,983,31,1,1,1,41.9,99000
4,4,1527,40,1,2,2,19.7,314000
2,2,756,58,1,1,2,30.1,136000
4,3,1572,55,0,2,2,19.4,251000
4,3,1444,8,1,1,3,20.7,361000
6,5,2311,10,0,2,0,8.8,363000
2,1,745,1,0,2,1,29.1,110000
2,2,1122,21,1,2,3,27.8,278000
3,2,1389,25,0,1,1,10.3,214000
3,3,1386,32,1,1,2,27.5,238000
2,2,873,53,1,1,0,48.7,50000
5,4,1776,46,0,2,2,36.0,292000
2,1,791,46,1,1,3,24.6,164000
3,3,1394,10,2,2,1,45.9,216000
4,4,1348,51,2,2,0,29.2,175000
3,2,1327,57,1,1,0,7.6,136000
4,4,2064,48,2,1,2,27.8,319000
2,2,1012,9,1,1,2,9.9,253000
3,3,1482,20,0,2,0,38.6,159000
1,1,500,48,2,1,0,48.4,50000
2,1,993,20,2,1,2,18.7,205000
5,5,1856,59,1,1,2,22.3,303000
2,2,959,40,1,3,0,21.7,83000
3,2,1330,7,1,2,1,15.0,239000
3,2,1257,11,0,3,2,39.9,241000
3,3,1463,21,1,1,1,31.3,228000
5,5,1892,38,1,1,3,4.1,458000
1,1,500,47,2,1,1,42.1,50000
4,3,1619,19,0,3,2,10.2,315000
6,5,2194,46,2,1,1,49.0,308000
3,2,1245,15,0,2,3,19.5,309000
5,4,1656,6,1,1,1,31.2,292000
2,1,1009,56,1,2,1,4.8,115000
3,2,1209,10,1,1,1,17.9,213000
3,2,1095,46,0,2,2,40.3,126000
4,4,1433,16,1,3,1,24.4,284000
6,5,2353,45,1,2,1,45.3,309000
3,3,1337,11,0,2,1,29.2,205000
4,4,1709,57,0,2,0,46.5,96000
2,1,658,35,1,2,0,49.1,50000
3,3,1030,8,1,1,1,23.2,195000
3,2,1331,28,0,1,2,28.7,220000
6,5,2255,3,1,2,2,41.9,411000
4,3,1611,2,2,2,2,11.9,352000
3,2,1224,53,0,3,3,43.2,198000
2,2,862,14,1,2,1,30.0,140000
2,1,971,52,0,2,2,36.5,119000
2,1,547,29,0,1,0,4.9,50000
3,2,817,53,0,2,0,38.5,50000
5,4,1886,54,1,2,0,16.2,206000
3,3,1560,47,2,2,1,40.5,197000
3,2,1604,3,1,1,1,25.9,243000
2,2,1166,1,1,3,1,14.5,271000
5,4,1961,15,1,1,2,47.7,333000
4,4,1243,20,1,1,1,38.5,208000
2,1,500,22,1,3,1,49.3,50000
4,4,1477,34,2,2,1,18.9,273000
3,3,1160,50,2,2,0,32.8,91000
2,1,1060,33,2,3,0,31.0,80000
3,2,1373,9,1,1,1,34.7,205000
3,2,1245,3,2,1,0,2.9,239000
2,1,622,2,1,2,2,15.3,165000
5,4,1807,4,2,1,2,45.6,338000
4,3,1650,16,2,3,1,21.8,345000
4,4,1739,54,0,2,1,48.1,191000
3,2,1278,33,1,1,2,11.5,285000
3,3,993,9,1,3,1,49.9,148000
4,3,1730,57,2,1,0,35.2,151000
3,2,1285,40,0,2,1,39.0,153000
2,1,585,38,2,3,2,20.4,173000
3,2,1043,52,1,3,1,45.4,97000
4,3,1737,18,0,1,2,27.7,279000
3,2,1153,16,0,1,0,34.4,127000
2,2,1117,8,2,1,1,5.6,291000
4,3,1700,23,0,2,1,32.0,212000
2,2,702,36,0,2,2,44.1,130000
3,2,1197,3,1,1,2,9.7,283000
2,2,812,15,1,2,1,37.1,119000
3,3,1054,38,1,2,0,2.2,165000
4,4,1417,33,1,2,1,46.4,169000
3,2,1340,18,2,1,0,49.2,123000
2,1,969,23,2,3,1,18.4,151000
5,5,2120,43,1,1,1,6.2,362000
5,4,2303,3,2,2,3,33.3,538000
5,5,1891,30,2,1,1,2.5,354000
2,1,1134,45,1,2,1,24.6,129000
3,2,1019,17,1,2,0,14.3,149000
6,5,2197,50,1,2,0,24.2,303000
4,3,1248,58,1,2,0,1.9,170000
1,1,500,58,1,1,2,3.5,129000
2,1,699,32,2,2,0,1.8,100000
3,2,1305,46,2,2,3,31.3,282000
5,4,2048,57,0,1,1,28.4,184000
3,2,961,7,0,3,1,12.4,221000
3,3,1121,39,0,3,1,32.7,126000
2,1,725,14,2,3,2,44.3,159000
4,3,1244,58,0,2,1,14.6,186000
4,4,1403,56,1,1,1,41.8,125000
3,3,1045,15,1,2,1,33.5,203000
4,4,1886,44,1,2,3,2.7,418000
6,5,2438,12,1,1,1,19.4,448000
2,1,932,8,2,2,1,25.9,158000
3,3,900,16,1,1,1,36.9,109000
3,3,1438,41,2,1,0,15.1,180000
4,3,1860,34,1,1,0,49.2,179000
3,2,800,46,0,3,0,34.5,50000
4,4,1458,24,0,2,2,19.3,278000
4,4,1699,56,2,1,1,5.8,246000
3,2,1328,29,2,2,2,9.9,288000
5,5,1864,16,0,1,2,24.9,370000
3,3,1138,5,2,2,0,25.2,198000
2,1,680,5,1,3,1,38.6,151000
4,3,1622,52,1,2,2,36.6,239000
4,4,1839,30,0,2,2,10.9,317000
3,3,1045,53,2,2,2,30.2,220000
5,5,2200,50,0,2,2,2.0,409000
5,5,1843,50,1,2,0,20.5,246000
3,2,1030,5,1,2,2,38.4,238000
6,5,2563,43,0,2,1,20.6,405000
2,1,984,13,1,3,1,41.9,137000
2,1,970,35,0,2,1,48.8,88000
2,1,536,49,1,2,2,30.8,103000
5,5,1906,25,2,2,1,8.1,362000
4,3,1764,50,1,1,2,19.6,286000
2,1,808,14,1,2,2,1.5,248000
3,2,985,44,1,2,2,30.5,160000
4,4,1691,46,1,2,2,41.3,284000
2,1,657,26,2,2,0,31.9,57000
5,4,2358,18,0,1,2,39.5,383000
4,3,1908,20,2,1,2,40.2,355000
3,3,1320,34,2,3,2,42.7,249000
6,5,2672,7,2,1,3,14.1,581000
3,2,1212,47,0,1,1,43.7,94000
6,5,2553,10,0,1,1,33.1,391000
4,3,1895,15,1,2,1,15.2,334000
4,4,1649,17,2,2,2,49.4,331000
2,2,748,11,1,3,1,47.6,101000
5,5,1659,34,1,1,2,29.1,301000
3,2,1183,27,0,3,1,42.3,171000
2,2,964,21,1,1,2,13.8,210000
1,1,589,31,2,1,2,21.4,146000
3,2,1300,50,0,2,0,10.0,117000
3,3,1091,57,0,1,2,26.5,129000
4,3,1204,4,1,1,2,25.3,285000
5,4,1900,41,1,1,1,11.4,329000
2,1,739,59,2,1,1,34.0,50000
4,3,1537,49,2,3,0,6.8,196000
2,1,923,17,1,1,2,4.0,232000
5,5,2397,49,0,3,1,19.9,339000
4,3,1624,48,1,3,1,21.1,191000
3,3,1156,20,2,1,1,16.7,224000
4,3,1548,25,2,2,1,13.6,299000
3,3,1224,40,2,2,2,17.6,285000
3,2,1034,23,1,2,2,9.0,290000
4,3,1624,15,2,3,1,20.8,322000
3,2,1290,33,2,2,2,45.3,231000
3,3,1241,19,1,1,2,12.0,256000
3,2,1291,57,1,2,1,34.5,166000
4,3,1686,15,2,3,0,7.9,317000
3,2,845,41,1,2,2,18.3,179000
2,2,927,5,0,3,2,16.7,254000
4,3,1465,16,0,2,2,46.9,258000
4,3,1380,45,1,1,0,22.0,177000
2,2,579,48,1,3,2,34.8,110000
2,1,886,32,0,3,1,30.5,90000
2,1,755,22,2,1,2,7.9,200000
3,2,863,43,2,1,3,47.0,201000
3,3,1295,32,2,2,3,17.9,293000
4,3,1312,13,1,2,2,3.2,275000
4,3,1627,38,1,1,0,15.7,218000
4,3,1647,26,0,1,2,17.4,307000
3,2,1377,52,1,2,0,5.5,160000
4,3,1956,17,1,1,2,31.4,313000
3,2,927,5,2,1,1,18.0,172000
6,5,2389,49,1,2,2,31.8,380000
4,3,1544,33,0,3,0,1.3,238000
2,1,886,27,1,2,2,49.1,119000
4,4,1643,5,1,2,0,9.4,304000
3,3,1129,37,2,2,1,33.3,154000
4,3,1511,7,2,2,2,36.1,306000
2,1,576,48,0,1,2,9.4,130000
2,2,997,18,0,1,0,6.5,122000
5,4,2091,31,0,1,1,8.5,329000
2,2,983,6,2,3,0,13.1,170000
4,3,1537,2,0,2,2,9.2,334000
3,2,1068,13,0,2,3,34.0,266000
4,3,1384,42,1,3,2,21.6,283000
4,4,1671,53,1,3,1,27.4,246000
3,2,992,52,0,3,1,3.3,150000
3,3,1569,11,1,1,3,43.2,316000
2,1,538,26,1,2,1,9.4,152000
1,1,500,21,1,2,1,18.6,68000
3,2,1513,2,2,2,1,4.5,355000
4,4,1719,40,0,1,2,7.7,323000
5,4,2035,56,1,2,2,33.6,312000
5,4,1806,54,2,2,1,34.9,273000
4,4,1323,51,2,2,2,34.2,203000
4,3,1754,20,1,2,1,28.1,305000
4,3,1901,17,1,1,1,47.7,287000
3,2,1112,16,0,1,1,25.9,187000
5,4,1772,57,2,2,1,23.0,227000
4,3,1108,42,2,2,0,13.1,177000
3,3,1003,5,1,2,2,5.8,329000
2,1,777,14,1,2,0,27.9,110000
3,2,1519,24,0,3,0,16.4,163000
3,3,1334,51,1,1,1,26.7,186000
5,4,2061,4,1,2,0,11.1,378000
3,2,1119,52,1,2,1,42.1,106000
3,2,1083,48,0,3,1,50.0,57000
6,5,2681,24,1,1,2,16.8,502000
2,2,840,47,1,1,3,42.3,182000
3,2,779,9,1,1,2,43.8,163000
1,1,500,3,1,3,0,49.8,50000
4,3,1428,55,1,2,3,17.8,326000
5,5,1890,9,2,2,1,38.0,322000
3,3,1312,18,1,1,1,12.2,249000
5,4,1978,36,2,1,1,31.6,329000
3,3,1184,19,1,2,1,35.5,154000
5,4,2262,24,2,2,2,37.3,417000
4,3,1460,4,2,2,1,11.2,311000
4,4,1972,9,1,1,1,42.6,289000
1,1,500,33,0,1,1,21.6,58000
6,5,2417,1,1,2,2,11.6,493000
4,4,1543,52,2,1,2,27.6,248000
3,2,1224,51,1,3,1,43.3,91000
4,3,1688,35,1,1,2,48.4,271000
3,2,1286,10,0,1,2,37.7,215000
5,4,1849,12,2,2,1,1.3,401000
2,1,575,18,1,3,2,7.6,190000
4,3,2100,14,1,1,1,4.7,341000
3,3,1103,10,1,2,0,6.0,213000
2,2,939,10,1,2,2,19.8,240000
2,2,500,18,1,1,1,17.6,108000
1,1,500,24,1,1,1,6.6,112000
3,2,1174,1,2,3,2,44.2,240000
3,2,1294,30,2,1,0,31.2,157000
3,3,655,15,2,2,1,40.0,162000
3,2,1233,8,0,3,0,19.2,191000
3,2,970,58,2,1,0,21.1,68000
4,4,1664,35,0,1,1,16.6,255000
1,1,500,18,0,1,3,22.5,199000
5,5,1828,41,2,1,1,30.9,312000
5,4,1945,16,2,1,2,25.2,427000
4,4,1389,21,1,2,0,42.1,150000
3,2,1104,15,2,2,2,45.1,200000
5,4,1761,5,2,2,3,24.0,446000
2,1,500,45,1,3,1,12.7,98000
2,1,1003,54,1,1,2,47.3,95000
2,1,540,52,2,1,3,37.0,123000
4,3,1564,7,1,1,1,32.4,281000
1,1,550,48,0,1,1,37.5,50000
3,3,1077,7,2,1,2,4.7,285000
6,5,2234,27,1,2,2,4.3,440000
5,5,2045,25,0,2,0,8.5,316000
3,3,1423,22,1,3,1,8.2,336000
2,1,566,48,1,1,1,21.6,50000
4,3,1569,13,2,2,1,8.7,313000
3,3,853,17,1,2,2,42.9,234000
2,1,721,41,1,1,1,29.3,60000
2,1,806,44,2,1,1,19.0,120000
5,4,1829,13,2,3,2,4.4,477000
4,4,1508,26,1,2,1,30.0,228000
4,3,1318,9,2,3,1,6.7,303000
5,5,2015,5,1,2,1,37.4,335000
3,2,1411,39,1,1,1,40.3,123000
3,3,980,33,1,1,1,27.7,179000
3,3,1075,4,1,3,0,8.3,200000
3,2,1300,28,1,1,1,39.6,140000
3,2,1442,26,1,1,2,16.1,266000
4,4,1301,4,1,2,2,11.9,360000
4,4,1566,16,0,1,1,24.1,258000
5,4,2056,37,0,1,1,46.2,231000
3,3,1179,22,1,2,2,15.6,281000
4,3,1104,36,0,1,1,45.4,132000
4,4,1700,38,1,2,3,3.6,404000
3,3,1503,58,1,1,3,5.1,313000
4,4,1623,55,1,2,1,35.2,227000
2,1,593,35,1,1,1,10.3,97000
3,3,1097,25,1,1,0,16.5,178000
2,2,1153,8,2,2,0,7.7,186000
3,2,1381,17,2,1,3,17.3,328000
3,2,1328,18,2,1,3,14.7,323000
4,4,1671,50,1,2,0,37.1,162000
6,5,2267,58,0,1,1,35.4,282000
4,3,1559,57,1,1,1,47.8,122000
4,4,1584,12,2,2,1,36.5,281000
3,3,1309,57,1,2,2,35.0,208000
4,3,1901,57,1,2,3,35.0,296000
2,1,1023,33,0,2,0,44.3,50000
3,2,916,23,2,2,0,15.5,154000
3,3,1244,12,1,2,0,15.7,173000
3,3,1347,11,0,1,1,37.3,184000
1,1,523,13,2,1,1,12.2,151000
2,2,674,35,1,2,1,45.7,98000
3,2,1782,27,1,2,1,27.2,261000
6,5,2144,25,1,2,2,15.7,428000
3,3,983,40,1,1,1,39.0,105000
3,2,1246,3,1,1,1,16.3,254000
2,1,1223,49,1,3,2,48.2,173000
4,3,1432,25,1,2,2,49.2,216000
3,3,1146,45,2,2,1,33.7,181000
2,2,1015,10,1,1,1,6.6,197000
3,2,1196,17,1,1,2,13.9,246000
1,1,500,3,1,1,0,26.3,50000
1,1,513,45,2,2,1,42.7,50000
2,2,854,22,0,3,1,10.1,176000
1,1,606,38,0,3,0,6.1,59000
2,2,1058,14,1,2,0,4.6,179000
3,2,1261,27,1,3,1,25.8,211000
4,4,1658,42,1,2,2,44.4,260000
3,2,1242,20,2,1,2,3.1,314000
3,3,1297,48,1,1,3,11.4,283000
3,2,1211,18,2,2,0,35.0,159000
5,5,1999,13,0,1,1,41.5,315000
3,2,1439,42,2,2,2,40.6,241000
2,1,1103,6,0,2,1,39.5,157000
4,4,1298,10,1,1,1,7.4,290000
2,1,802,37,1,1,1,20.5,126000
3,3,1062,29,1,1,1,49.3,75000
3,2,1137,6,2,2,1,49.5,194000
5,4,2080,39,0,1,0,30.5,268000
3,3,1333,11,1,2,3,35.8,305000
4,4,1577,48,1,1,0,47.6,112000
6,5,2017,25,2,2,3,23.0,492000
2,1,606,44,0,1,2,7.7,111000
3,3,1379,44,2,3,1,33.8,189000
3,2,651,30,2,2,2,48.0,138000
3,2,1437,55,2,2,2,35.2,202000
3,2,1304,20,0,2,1,40.4,181000
5,5,2263,58,1,2,1,21.7,310000
4,3,1560,37,0,1,1,5.7,255000
4,3,1187,16,2,2,2,9.3,324000
3,2,1286,31,2,2,1,49.2,191000
4,4,1854,29,1,2,1,25.2,317000
6,5,2584,6,2,1,1,1.6,485000
4,4,1467,29,0,1,1,47.8,152000
1,1,500,32,1,1,1,25.4,73000
4,4,1493,9,1,1,1,42.0,224000
2,1,636,37,2,3,2,27.9,146000
3,3,1391,53,2,1,2,6.0,254000
2,1,560,23,2,1,2,31.2,152000
4,3,1421,16,2,2,1,49.9,202000
4,3,1379,18,1,2,2,2.7,335000
2,2,501,19,2,2,1,42.2,87000
3,3,1229,44,1,1,0,12.5,145000
3,3,1432,2,2,1,3,20.3,391000
3,3,1163,58,2,2,0,19.3,119000
2,1,500,10,0,1,1,45.0,50000
3,2,1367,12,1,1,0,25.7,130000
4,3,1937,46,0,1,0,22.9,198000
2,2,670,18,2,3,2,41.1,168000
2,1,704,19,0,1,1,3.4,123000
3,2,1303,38,1,2,2,5.2,273000
5,4,2324,37,2,3,1,2.1,434000
4,4,1496,27,1,2,1,34.7,257000
4,3,1333,48,1,1,1,26.8,147000
3,2,1326,14,1,1,2,43.9,216000
3,2,1359,45,0,3,2,25.4,242000
1,1,500,53,2,1,1,11.9,99000
4,4,1488,34,1,2,1,40.5,195000
5,5,2198,2,1,3,3,15.4,552000
4,3,1705,44,1,1,0,46.8,111000
5,4,1846,33,1,2,1,13.3,341000
4,4,1609,19,2,3,1,9.2,331000
2,1,529,27,2,2,0,25.2,82000
5,4,2137,48,1,2,1,3.5,341000
2,1,747,30,1,3,0,2.8,106000
3,3,1112,7,1,2,2,25.3,265000
2,1,793,27,1,2,2,11.5,164000
1,1,500,21,1,2,2,1.5,145000
3,2,1378,7,2,1,1,15.5,272000
3,2,1318,48,1,1,1,24.4,180000
3,2,1168,25,0,1,2,20.3,232000
3,2,1352,38,1,1,3,7.6,288000
1,1,500,18,0,1,0,29.4,50000
2,1,714,33,2,2,1,35.8,73000
3,2,1175,33,1,1,2,34.1,204000
3,3,1170,32,1,3,3,20.3,329000
4,3,1701,58,1,2,3,7.7,362000
4,3,1526,25,2,2,2,25.5,342000
4,3,1521,14,0,2,0,44.6,157000
4,4,1993,38,2,1,0,24.0,250000
3,2,1387,38,1,2,3,10.6,323000
4,4,1447,4,2,2,1,5.6,310000
3,3,1314,44,2,2,0,47.3,99000
3,2,1223,18,0,1,3,37.4,247000
4,3,1678,10,2,2,0,16.3,266000
3,2,1227,35,1,2,2,15.5,252000
4,4,1837,35,0,2,2,44.9,249000
4,3,1669,40,0,1,0,9.7,176000
5,5,1987,54,1,2,1,27.2,311000
5,4,2208,23,1,2,0,36.0,241000
3,2,1246,25,2,2,2,20.4,282000
3,2,1224,1,2,2,1,3.0,280000
3,3,1262,18,1,1,0,12.2,188000
3,3,1181,15,2,1,3,45.2,310000
4,3,1601,25,1,1,1,26.6,242000
4,4,1482,32,1,1,1,41.0,215000
4,3,1449,53,2,1,1,28.2,197000
3,2,1000,20,0,1,0,47.2,51000
2,2,521,17,1,1,3,45.5,156000
3,2,1024,57,2,2,1,24.7,150000
2,1,765,11,1,2,1,16.6,140000
5,5,2020,13,0,1,2,30.5,349000
3,3,1145,25,0,1,2,34.1,203000
2,2,500,20,1,2,1,25.4,108000
1,1,714,25,2,2,2,41.3,99000
4,3,1817,42,1,1,2,10.0,328000
4,4,1689,45,1,2,1,17.4,241000
3,3,1581,49,1,1,2,34.6,244000
2,1,604,31,1,2,3,13.1,177000
3,2,1577,53,0,3,1,22.6,231000
3,2,1006,1,1,1,2,48.2,189000
4,4,1647,52,1,3,3,31.7,314000
4,4,1345,16,0,1,2,47.5,227000
3,2,1202,48,0,2,0,36.4,79000
2,1,877,28,2,2,1,36.5,136000
6,5,2369,21,2,2,1,30.0,395000
3,2,1342,30,2,1,1,8.0,209000
4,3,1619,59,1,2,3,26.5,282000
2,1,695,3,0,2,1,13.4,156000
3,3,1086,34,2,2,1,49.9,159000
1,1,562,6,0,1,2,14.1,183000
3,2,1069,43,1,1,1,12.3,166000
6,5,2583,29,2,2,1,31.6,431000
3,3,1444,3,2,3,0,26.0,275000
1,1,500,58,2,2,1,2.0,113000
1,1,626,33,2,2,2,7.3,199000
3,2,1612,11,1,1,2,40.7,252000
2,2,850,45,1,2,1,24.7,129000
1,1,519,5,2,1,0,8.2,108000
4,4,1807,50,0,2,2,23.8,307000
3,2,1144,32,2,3,3,13.4,346000
3,2,1236,47,1,2,1,12.0,194000
5,5,1737,18,0,1,2,47.9,294000
2,2,827,47,2,2,1,18.7,110000
6,5,2499,20,0,1,1,3.3,425000
3,2,1303,52,2,1,2,48.5,174000
5,4,2213,52,1,1,0,39.9,226000
4,4,1445,39,2,1,1,13.5,263000
4,3,1493,49,1,2,1,21.0,236000
6,5,2779,40,1,2,1,43.3,397000
3,3,1169,28,1,3,2,18.5,265000
6,5,2440,13,0,1,0,28.8,317000
3,2,1186,26,2,1,1,27.2,195000
3,3,1035,16,0,1,1,20.7,224000
3,3,1524,25,1,1,2,32.3,272000
3,3,1094,10,1,3,0,24.2,167000
2,2,574,29,1,1,2,2.0,197000
3,2,1109,46,0,3,2,40.9,172000
3,3,799,38,0,1,3,6.5,257000
4,4,1469,20,0,1,3,23.7,366000
4,3,1406,54,2,1,1,29.4,195000
3,3,1323,26,0,3,0,35.6,165000
3,2,1065,32,2,1,2,21.1,230000
3,2,1377,39,0,3,2,37.0,241000
2,2,1079,38,0,2,0,7.4,142000
2,1,956,59,1,1,0,33.0,50000
3,3,1156,49,0,2,1,41.5,128000
3,2,1228,53,1,1,3,44.6,248000
6,5,2095,24,2,1,3,29.4,476000
3,3,1173,31,0,2,0,16.3,125000
3,2,1027,40,2,2,1,9.0,198000
3,2,1338,12,1,2,0,17.9,184000
2,1,1314,58,0,1,1,27.5,145000
3,2,1299,57,0,1,2,10.6,232000
4,3,1201,36,2,1,2,47.7,243000
3,3,1127,10,0,2,1,45.0,145000
3,3,1224,6,2,2,0,2.6,265000
6,5,2417,7,1,2,1,28.5,388000
5,5,1853,53,0,2,3,39.7,302000
4,3,1649,31,1,1,1,13.0,260000
3,3,951,27,2,1,1,26.7,201000
4,4,1411,8,2,1,2,20.9,316000
2,2,929,3,1,2,2,10.6,260000
3,2,996,40,2,2,3,31.1,269000
1,1,507,47,0,1,1,49.7,50000
3,2,926,21,2,1,1,18.9,224000
3,3,1552,1,2,2,1,28.1,289000
2,1,645,45,2,3,3,17.1,205000
6,5,2355,54,2,2,2,44.0,350000
5,4,2066,50,1,1,2,43.4,292000
4,3,1486,15,1,2,0,9.8,217000
3,3,1228,7,1,2,2,45.1,206000
5,4,2115,15,1,1,1,8.4,417000
2,1,992,25,1,2,0,5.7,134000
4,4,1758,3,1,1,0,33.0,297000
2,1,765,30,1,1,2,19.9,143000
4,3,1570,58,1,3,1,27.0,202000
3,3,1669,14,0,3,2,33.0,288000
5,5,2189,52,1,2,2,3.6,400000
5,4,1815,4,2,1,0,15.4,327000
2,1,819,36,1,2,2,23.6,171000
3,2,1132,3,2,1,0,14.1,209000
6,5,2372,5,0,1,1,3.4,465000
3,2,954,25,1,1,2,5.2,262000
5,4,1917,31,0,2,2,40.3,291000
3,2,1562,11,0,1,1,45.7,177000
3,2,1315,8,1,2,2,8.5,314000
3,3,701,26,1,1,2,13.2,278000
2,2,1043,2,1,3,1,33.0,207000
4,4,1817,28,1,3,1,47.8,258000
3,2,1128,48,2,2,2,15.7,243000
3,2,1343,57,0,2,0,42.9,50000
3,3,1028,10,0,1,2,25.8,232000
3,3,1105,50,1,2,2,47.9,176000
5,4,2299,39,0,3,1,7.7,369000
6,5,2345,37,2,1,3,48.7,411000
3,2,826,39,1,2,0,22.6,77000
4,3,1587,21,1,1,3,47.7,300000
4,3,1584,28,1,1,1,23.5,217000
3,3,1439,38,1,2,2,27.0,245000
6,5,2402,56,0,3,1,40.4,284000
2,1,715,33,2,1,2,36.4,107000
2,1,1009,11,1,2,0,31.4,82000
5,4,2024,45,0,3,1,21.4,320000
3,3,1049,44,1,2,0,39.8,105000
4,3,1830,1,0,3,2,47.5,290000
5,4,2038,53,0,1,1,1.5,342000
2,1,800,47,1,3,2,29.8,116000
5,4,2035,33,1,1,2,43.4,336000
3,3,985,3,1,3,3,33.0,308000
3,3,1094,26,0,1,0,40.2,95000
4,3,1600,15,1,2,2,44.9,259000
5,4,1961,41,0,1,0,37.8,160000
1,1,654,14,1,2,2,36.1,124000
3,3,1243,23,1,1,2,48.3,212000
4,3,1770,54,1,3,0,43.3,197000
4,4,1601,56,2,1,1,41.0,176000
4,4,1811,8,2,2,1,5.2,373000
2,1,879,54,2,1,1,12.7,102000
3,2,1202,36,2,2,3,28.3,281000
3,2,1197,20,2,2,1,35.8,151000
4,4,1409,52,2,3,3,15.9,379000
3,2,1301,6,2,2,1,5.6,284000
2,1,791,33,2,1,3,16.2,249000
6,5,2299,28,0,1,2,38.8,370000
1,1,621,50,0,2,2,44.0,55000
6,5,2149,38,2,2,0,45.7,290000
4,4,1515,30,1,2,1,19.6,265000
4,4,1805,46,2,1,0,19.3,232000
3,3,1263,43,1,2,1,20.9,174000
1,1,500,17,1,3,2,19.4,150000
4,3,1650,9,2,1,2,33.6,305000
4,3,1635,28,2,1,0,18.6,210000
4,3,1296,54,0,2,1,2.0,234000
2,2,730,7,2,1,1,22.5,198000
4,3,1923,46,2,2,0,12.0,231000
4,4,1468,28,1,2,1,2.4,302000
4,4,1536,17,1,3,2,24.1,329000
4,4,1491,40,0,3,0,11.1,235000
4,3,1582,48,0,2,2,23.2,262000
4,3,1483,44,1,1,1,14.6,226000
2,2,897,44,0,1,2,30.6,116000
3,3,1239,5,0,3,1,49.6,151000
2,1,954,5,2,2,2,27.8,245000
3,3,989,14,1,2,0,32.7,134000
3,2,1131,6,1,2,1,46.0,175000
2,1,754,7,0,1,0,19.3,67000
3,2,1291,55,2,1,2,9.2,239000
2,1,641,53,2,1,2,14.9,152000
4,3,1783,17,1,2,0,20.7,270000
5,4,2237,59,2,2,0,32.6,229000
2,1,602,9,2,1,1,1.2,162000
6,5,2301,31,2,2,0,42.8,274000
3,3,1093,22,2,3,2,4.7,313000
3,2,1726,45,0,2,2,45.1,235000
2,1,714,9,1,2,3,47.5,185000
3,2,1535,59,0,1,3,49.5,191000
4,3,1346,16,0,3,2,40.7,247000
4,3,1402,36,0,2,0,8.0,232000
